id_famille,nom_famille,coicop
7997,LIMES,01.2.1.0.1
0127,ENTREPOT BOISSON RAFRAICHISSANTE SANS ALCOOL,01.2.1.0.1
2012,JUS DE CITRON POUR ASSAISONNEMENT,01.2.1.0.1
8008,BOISSONS AUX FRUITS PLATES,01.2.1.0.1
8004,BRSA AU RAYON FRAIS,01.2.1.0.1
8005,JUS DE LEGUMES AU RAYON FRAIS,01.2.1.0.1
0129,ENTREPOT JUS DE FRUIT,01.2.1.0.1
8006,JUS DE FRUITS SURGELES,01.2.1.0.1
8003,JUS DE LEGUMES,01.2.1.0.1
0167,ENTREPOT CAFE,01.2.2.0.1
0711,CAFE EN GRAIN,01.2.2.0.1
0205,CAFE MOULU EN DOSETTE POUR PERCOLATEUR ET MACHINE SPECIALE,01.2.2.0.1
0703,CAFE MOULU DECAFEINE,01.2.2.0.1
0701,CAFE MOULU AVEC CAFEINE,01.2.2.0.1
0707,CAFE SOLUBLE DECAFEINE,01.2.2.0.2
0704,CAFE SOLUBLE AVEC CAFEINE,01.2.2.0.2
0705,SUBSTITUTS DE CAFE / CHICOREES,01.2.2.0.2
0386,BOISSONS AU THE AU RAYON FRAIS,01.2.3.0
8132,INFUSIONS EN SACHETS/VRAC & INFUSIONS INSTANTANEES,01.2.3.0.1
4004,THE EN SACHETS/VRAC & THES INSTANTANES,01.2.3.0.1
7963,BOISSONS AU THE,01.2.3.0.2
0122,ENTREPOT EAUX PLATES ET GAZEUSES,01.2.5.0.1
7996,COLAS,01.2.6.0.1
7999,SODAS ET BOISSONS AUX FRUITS GAZEUSES,01.2.6.0.1
7943,BOISSONS DE L'EFFORT,01.2.9.0.2
7941,SIROPS,01.2.9.0.9
8130,AMERS GENTIANES BITTERS & AMERICANOS,02.1
7938,ANISES,02.1.1.0.1
7932,COGNAC ARMAGNAC CALVADOS BRANDY,02.1.1.0.2
7927,RHUMS BLANCS,02.1.1.0.2
7933,EAUX DE VIE & FRUITS A L'EAU DE VIE,02.1.1.0.2
7928,VODKAS & AQUAVIT,02.1.1.0.2
7931,WHISKIES,02.1.1.0.2
8304,RHUMS AMBRES,02.1.1.0.2
7929,GINS,02.1.1.0.2
7930,TEQUILAS CACHACAS & MEZCALS,02.1.1.0.2
7935,COCKTAILS ET PUNCHS,02.1.1.0.2
0164,ENTREPOT ALCOOL ET SPIRITUEUX,02.1.1.0.9
7934,LIQUEURS TRADITIONNELLES,02.1.1.0.9
8238,CREMES DE FRUITS & LIQUEURS DE FRUITS,02.1.1.0.9
7936,BASES DE COCKTAILS,02.1.1.0.9
0246,NM PLU FAKE UPC VINS ET MOUSSEUX,02.1.2.1
7923,VINS DE PAYS,02.1.2.1.1
7922,VINS DE CONSOMMATION COURANTE,02.1.2.1.1
7924,VINS ETRANGERS,02.1.2.1.1
8390,VQPRD - AUTRES (JURA SAVOIE CHAMPAGNE EST),02.1.2.1.2
8388,VQPRD - LANGUEDOC ROUSSILLON,02.1.2.1.2
8385,VQPRD - BORDEAUX,02.1.2.1.2
8383,VQPRD - ALSACE,02.1.2.1.2
8384,VQPRD - BEAUJOLAIS,02.1.2.1.2
8392,VQPRD - SUD OUEST,02.1.2.1.2
8386,VQPRD - BOURGOGNE,02.1.2.1.2
8391,VQPRD - PROVENCE ET CORSE,02.1.2.1.2
8387,VQPRD - COTES DU RHONE,02.1.2.1.2
8389,VQPRD - LOIRE ET CENTRE,02.1.2.1.2
8001,CHAMPAGNES,02.1.2.1.3
7926,MOUSSEUX ET CREMANTS,02.1.2.1.3
7939,PORTOS MADERES & XERES,02.1.2.1.9
8153,FLOCS & PINEAUX,02.1.2.1.9
7937,VERMOUTHS ET APERITIFS A BASE DE VIN,02.1.2.1.9
0327,BOISSONS A BASE DE VIN ET VINS AROMATISES,02.1.2.1.9
8154,VINS DOUX NATURELS,02.1.2.1.9
2011,CIDRES,02.1.2.2.1
8401,BIERE (DONT SANS ALCOOL),02.1.3.0.1
0120,ENTREPOT BIERE DONT SANS ALCOOL,02.1.3.0.1
9108,CIGARETTES,02.3.0.1.1
7604,CIGARES,02.3.0.2.1
7603,*ABAC,02.3.0
0138,AUTRE TEXTILE,03
0130,CONFECTION ENFANT,03.1.2
0125,CHAUSSETTE,03.1.2
0292,NM TEXTILE NUIT ENFANT,03.1.2
0295,NM SOUS VETEMENTS ENFANT,03.1.2
0133,CONFECTION HOMME,03.1.2.1
0291,NM TEXTILE DE NUIT HOMME,03.1.2.1.6
0294,NM SOUS VETEMENTS HOMME,03.1.2.1.6
0132,CONFECTION FEMME,03.1.2.2
0124,BAS ET COLLANT,03.1.2.2.6
0281,COSMETO TEXTILE,03.1.2.2.6
0293,NM SOUS VETEMENTS FEMME,03.1.2.2.6
0290,NM TEXTILE DE NUIT FEMME,03.1.2.2.6
0134,LAYETTE BEBE,03.1.2.3.1
0181,ACCESSOIRE PERSONNEL,03.1.3.1.1
0136,MERCERIE,03.1.3.2.1
0126,CHAUSSURE,03.6.9.2.5
0187,MATERIAUX BRICOLAGE,03.6.9.5.4
0379,NM AUTRES LEGUMES AU RAYON FRUITS ET LEGUMES,03.9.0.8.3
0186,DROGUERIE BRICOLAGE,04.3.1.1
0197,BRICOLAGE AUTRE,04.3.1.1
0190,PEINTURE BRICOLAGE,04.3.1.1.1
0192,QUINCAILLERIE BRICOLAGE,04.3.1.1.2
0195,ROBINETERIE PLOMBERIE,04.3.1.1.2
0194,REVETEMENT MUR ET SOL,04.3.1.1
0159,ENTREPOT GAZ,04.5.2.2.1
1835,CHARBON DE BOIS,04.5.4.3.1
0218,MOBILIER INTERIEUR,05.1.1.1
0215,LUMINAIRE,05.1.1.3.1
0200,DECORATION INTERIEUR,05.1.1.4.1
0170,CADRES PHOTOS ET REPRODUCTIONS,05.1.1.4.1
0135,LINGE POUR MAISON,05.2.1
0214,GROS ELECTROMENAGER,05.3.1
0274,NM FOURS MICRO ONDES,05.3.1.1.3
0216,CLIMATISATION CHAUFFAGE,05.3.1.3.1
0165,NM ASPIRATEURS NETTOYEURS VAPEUR,05.3.1.4.1
0219,PETIT ELECTROMENAGER,05.3.2
0199,COUVERT ET ARTICLE CUISINE DIVERS,05.4.0
0203,VAISSELLE,05.4.0.1
0206,VERRERIE,05.4.0.1.2
0272,BIBERONS SUCETTES TETINES,05.4.0.3.1
7859,BOITES ALIMENTAIRES,05.4.0.3.1
0201,NETTOYAGE ENTRETIEN MAISON,05.4.0.3.1
0280,POELES ET CASSEROLES,05.4.0.3.1
0198,ARTICLE DE CUISSON,05.4.0.3.1
0202,REPASSAGE ENTRETIEN DU LINGE,05.4.0.3.1
8264,DECORATIONS NON-COMESTIBLES POUR PATISSERIE,05.4.0.3.1
0185,APPAREILLAGE ELECTRIQUE BRICOLAGE,05.5.1.0.1
0189,OUTILLAGE ELECTRIQUE BRICOLAGE,05.5.1.0.1
0188,OUTILLAGE A MAIN BRICOLAGE,05.5.2.1.1
0161,MATERIEL EQUIPEMENT OUTILLAGE JARDIN,05.5.2.1.1
1898,PILES,05.5.2.2.1
0191,ECLAIRAGE PORTATIF,05.5.2.2.2
1802,AMPOULES,05.5.2.2.2
0196,TRINGLE RIDEAU STORE,05.5.2.2.9
0208,MENAGE AUTRE,05.6.1.1
2201,EAU DE JAVEL EN PASTILLE ET POUDRE,05.6.1.1.1
7986,EAU DE JAVEL ML ET GR,05.6.1.1.1
2205,ASSOUPLISSEUR VOILE,05.6.1.1.1
7377,COMPRIMES DE STERILISATION,05.6.1.1.1
9390,SOINS DU LINGE (CT),05.6.1.1.1
9172,PRODUITS NETTOYAGE A SEC,05.6.1.1.1
3506,PRODUITS VAISSELLE MACHINE,05.6.1.1.1
3511,LESSIVE EN POUDRE,05.6.1.1.1
3408,SAVON DE MENAGE,05.6.1.1.1
7981,LIQUIDES DE SYNTHESE,05.6.1.1.1
3503,LIQUIDES VAISSELLE MAIN,05.6.1.1.1
2204,ASSOUPLISSEUR LIQUIDE,05.6.1.1.1
3512,SOINS DU LINGE ML/GR,05.6.1.1.1
2209,ADOUCISSEUR D'EAU / ANTI-CALCAIRE,05.6.1.1.9
0114,ELECTRICITE AUTOMOBILE,05.6.1.1.9
1760,DETARTRANTS,05.6.1.1.9
1724,NETTOYANTS SOLS,05.6.1.1.9
1719,DESINFECTANTS D'ATMOSPHERE,05.6.1.1.9
1730,NETTOYANTS TAPIS & MOQUETTES,05.6.1.1.9
1721,PRODUITS D'ENTRETIEN POUR BOIS & MEUBLES,05.6.1.1.9
1710,DEBOUCHEURS / NETTOYANTS DE CANALISATIONS,05.6.1.1.9
1701,NETTOYANTS MENAGERS TOUS USAGES,05.6.1.1.9
7802,CIRAGES & IMPERMEABILISANTS,05.6.1.1.9
1875,EAU DISTILLEE,05.6.1.1.9
1709,PRODUITS WC GELS OU LIQUIDES,05.6.1.1.9
1752,NETTOYANTS GROS TRAVAUX,05.6.1.1.9
8291,PRODUITS D'ENTRETIEN POUR FOSSES SEPTIQUES,05.6.1.1.9
1707,NETTOYANTS POUR FOURS & PLAQUES,05.6.1.1.9
1824,DESODORISANTS AEROSOLS,05.6.1.1.9
0265,ABSORBEURS HUMIDITE,05.6.1.1.9
1741,LINGETTES ENTRETIEN,05.6.1.1.9
1706,NETTOYANT VITRE,05.6.1.1.9
1881,INSECTICIDES PERMANENTS,05.6.1.1.9
7804,TEINTURES TEXTILES,05.6.1.1.9
8393,DESODORISANTS EN CT,05.6.1.1.9
1714,NETTOYANTS POUR METAUX,05.6.1.1.9
1882,INSECTICIDES AEROSOLS (TOUS TYPES D'INSECTES),05.6.1.1.9
7869,SEAUX,05.6.1.9.1
2621,SACS POUBELLE,05.6.1.9.1
2630,SERVIETTE PAPIER,05.6.1.9.1
1836,ALLUME-FEUX,05.6.1.9.1
7849,BARQUETTES ALIMENTAIRES,05.6.1.9.1
1850,EPONGES & TAMPONS A RECURER,05.6.1.9.1
2603,TASSES ET VERRES A JETER,05.6.1.9.1
0263,ALLUME FEUX CT,05.6.1.9.1
0328,BROSSES DE MENAGE,05.6.1.9.1
2606,FILTRES A CAFE,05.6.1.9.1
1841,BALAIS ET RECHARGES,05.6.1.9.1
2629,ROULEAUX MENAGERS,05.6.1.9.1
0111,BROSSES ADHESIVES,05.6.1.9.1
8275,ACCESSOIRES LUSTRANTS POUR CHAUSSURES,05.6.1.9.1
2608,COUVERTS A JETER,05.6.1.9.1
7814,NAPPES PAPIER,05.6.1.9.1
1743,CHIFFONS,05.6.1.9.1
2610,ASSIETTES ET AUTRE VAISSELLE A JETER,05.6.1.9.1
0282,ACCESSOIRES FILTRE A EAU,05.6.1.9.1
2619,SACHETS ALIMENTAIRES,05.6.1.9.1
8045,SERPILLIERES WASSINGUES ET LAVETTES,05.6.1.9.1
2607,PAPIERS SULFURISES,05.6.1.9.1
2617,ROULEAUX ALUMINIUM,05.6.1.9.1
8263,ALLUMETTES,05.6.1.9.1
2627,FILMS ETIRABLES,05.6.1.9.1
0241,PASTILLE DE FIXATION,05.6.1.9.9
7327,NM DIVERS PARAPHARMACIE,06.1.1
7012,PRODUITS POUR PIQURES D INSECTES,06.1.1.1.1
7303,PRODUITS MUSCULAIRES & ANTI-COUPS,06.1.1.1.1
7001,PRODUITS DESINFECTANTS & HEMOSTATIQUES,06.1.1.1.1
7305,PRODUITS D'INHALATION & D'HYGIENE NASALE,06.1.1.1.1
7380,INHALATEURS (Y COMPRIS STICKS),06.1.1.1.1
7331,PRODUITS DE SEVRAGE DU TABAC,06.1.1.1.1
8299,TESTS DE GROSSESSE,06.1.2.1.1
7323,CONTRACEPTIFS & PRESERVATIFS,06.1.2.2.1
7533,ACCESSOIRES DE PEDICURE & D'ORTHOPEDIE,06.1.2.3.1
7004,BANDAGES & MAINTIEN,06.1.2.3.1
7030,PRODUITS DE PREMIER SECOURS,06.1.2.3.1
8058,COMPRESSES NON-IMPREGNEES,06.1.2.3.1
7313,PRODUITS DE SOIN POUR LENTILLES,06.1.2.3.1
7325,PROTECTEURS D OREILLES (ANTI-BRUITS),06.1.2.3.1
7003,PANSEMENTS ADHESIFS & SPARADRAPS,06.1.2.3.1
7008,MATERIEL MEDICAL,06.1.2.3.1
8073,DEMAQUILLANTS IMPREGNES POUR LES YEUX,06.1.3.3.2
8283,COTON HYDROPHILE,06.1.3.3.2
8303,COTONS-TIGES,06.1.3.3.2
9433,PRODUITS SOLAIRES EN LINGETTES,06.1.3.3.2
7390,PRODUITS D'INCONTINENCE ADULTE,06.1.3.3.2
2612,LINGETTES ET RINCE-DOIGTS,06.1.3.3.2
9392,LINGETTES DEODORANTES,06.1.3.3.2
0119,PAPIER TOILETTE HUMIDE,06.1.3.3.2
0144,CYCLES,07.1.3.0.1
0123,AUTRE AUTOMOBILE,07.2.1
0143,ACCESSOIRES CYCLES,07.2.1
0112,ACCESSOIRE ET EQUIPEMENT AUTOMOBILE,07.2.1
0118,PNEU AUTOMOBILE,07.2.1.1.1
0277,BATTERIES AUTOMOBILES,07.2.1.2.1
0220,NM AIDE A LA CONDUITE,07.2.1.3.9
0116,HOUSSE ET TAPIS AUTOMOBILE,07.2.1.3.9
0121,PRODUIT LAVAGE AUTOMOBILE,07.2.1.3.9
0283,NETTOYANTS AUTOMOBILE,07.2.1.3.9
1833,DESODORISANTS DE VOITURE,07.2.1.3.9
0115,ENTRETIEN DE L AUTOMOBILE,07.2.2.4.1
7842,HUILE MOTEUR,07.2.2.4.1
0222,TELEPHONIE,08.1.2
0312,MINES,08.1.3.2.2
0276,CARTOUCHES IMPRIMANTE,08.1.3.2.2
0301,ENCRE ET CARTOUCHES ENCRE,08.1.3.2.2
0297,NM SON ET ACCESSOIRES,08.1.4.0.9
7844,PELLICULES PHOTO & FLASH,08.1.5.0.1
8994,CASSETTES VIDEO VIERGES,08.1.5.0.1
8993,CASSETTES AUDIO VIERGES,08.1.5.0.1
0175,LOGICIEL BUREAUTIQUE,08.2.0.0.1
0204,ABONNEMENT TELEPHONE PORTABLE,08.3.2.0.1
0225,INSTRUMENT DE MUSIQUE ET JOUET AUDIO,09
0299,NM AUTRES PHOTO IMAGE SON,09
0296,NM PHOTO ET ACCESSOIRES,09.1.1.2.1
0237,JEU VIDEO,09.2.1.1.1
0231,JOUET D EXTERIEUR,09.2.1.2
0149,SPORTS INDIVIDUELS,09.2.1.2
0230,JOUET DE GRANDE TAILLE,09.2.1.2
0226,JEU DE SOCIETE,09.2.1.2.1
0224,ACCESSOIRE DE FETE ET DEGUISEMENT,09.2.1.2.1
0235,JEU JOUET AUTRE,09.2.1.2.2
0232,JOUET FILLE,09.2.1.2.2
0227,JEU EDUCATIF CREATION,09.2.1.2.2
0233,JOUET GARCON,09.2.1.2.2
0234,PELUCHE,09.2.1.2.2
0229,JOUET 1ER AGE,09.2.1.2.2
0160,SAPIN ET DECORATION FETES,09.2.1.3.1
0242,ASSORTIMENTS DE PRODUITS DE FETE,09.2.1.3.1
0148,SPORTS D EQUIPE,09.2.2.1.1
0150,AUTRE SPORTS LOISIRS,09.2.2.1.1
0145,AUTRE SPORTS CYCLES,09.2.2.1.1
0147,PECHE ET CHASSE,09.2.2.1.1
0146,MUSCULATION FITNESS,09.2.2.1.1
0163,PISCINE ET ACCESSOIRES,09.2.2.2.1
0151,ARTICLES DE CAMPING,09.2.2.2.1
0157,ACCESSOIRE PRESENTATION JARDIN,09.3.1.1.1
0266,NM PLANTES ET FLEURS COUPEES,09.3.1.2.1
0268,BULBES ET SEMENCES,09.3.1.2.2
0158,ANIMALERIE,09.3.2
0271,HYGIENE ET SOINS ANIMAUX,09.3.2.2.1
0270,ACCESSOIRES ANIMAUX,09.3.2.2.1
2706,ALIMENTS HUMIDES POUR CHATS EN BOITE,09.3.2.2.1
2701,ALIMENTS HUMIDES POUR CHIENS EN BOITE,09.3.2.2.1
2702,ALIMENTS SECS & SEMI-HUMIDES POUR CHIENS EN SAC/PAQUET,09.3.2.2.1
2713,NOURRITURE POUR CHIEN SURGELEE,09.3.2.2.1
2707,ALIMENTS SECS & SEMI-HUMIDES POUR CHATS EN SAC/PAQUET,09.3.2.2.1
2709,SNACK/LIQUIDE POUR CHATS,09.3.2.2.1
2716,LITIERES POUR CHATS,09.3.2.2.1
2730,ALIMENTS POUR AUTRES ANIMAUX QUE CHIENS & CHATS,09.3.2.2.1
2704,SNACK/LIQUIDE POUR CHIENS,09.3.2.2.1
8364,PETFOOD AU RAYON FRAIS,09.3.2.2.1
0211,CD ENREGISTRE,09.5.2.0.1
0209,CASSETTE AUDIO ENREGISTREE,09.5.2.0.1
0210,CASSETTE VIDEO ENREGISTREE,09.5.2.0.1
0213,DISQUE CASSETTE CD AUTRE,09.5.2.0.1
0212,DVD VIDEO ENREGISTRE,09.5.2.0.1
0240,LIBRAIRIE AUTRE,09.7
0238,LIVRE,09.7.1.9
0239,PRESSE JOURNAUX,09.7.2
0173,AUTRE PAPETERIE,09.7.4.0
0172,PAPIER POUR ECRITURE,09.7.4.0.1
0278,PAPIER,09.7.4.0.1
7873,"AIDE-MEMOIRE ADHESIFS (TYPE ""POST-IT"")",09.7.4.0.1
0279,CAHIERS AGENDAS REPERTOIRES ET CARNETS,09.7.4.0.1
0287,CORRESPONDANCE,09.7.4.0.1
0384,CISEAUX,09.7.4.0.9
0382,COMPAS,09.7.4.0.9
0334,TAILLE CRAYONS,09.7.4.0.9
0169,ARTICLES ECOLIERS POUR PAPETERIE,09.7.4.0.9
0383,TRACAGE,09.7.4.0.9
0245,COLLE EN METRE,09.7.4.0.9
0322,TOUTES SURFACES EFFACABLES,09.7.4.0.9
0319,PRODUITS CORRECTEURS EN CT,09.7.4.0.9
0171,CLASSEMENT ET ORGANISATION POUR PAPETERIE,09.7.4.0.9
0325,LOTS MIXTES POUR ECRITURE,09.7.4.0.9
0318,FEUTRES HORS FEUTRES DE COLORIAGE,09.7.4.0.9
0236,ETIQUETTES GOMETTES OEILLETS,09.7.4.0.9
0110,CRAYONS BOIS GRAPHITES,09.7.4.0.9
0321,PASTELS HORS PEINTURE,09.7.4.0.9
0152,RUBAN ADHESIF,09.7.4.0.9
0313,STYLOS PLUME,09.7.4.0.9
8339,GOMMES,09.7.4.0.9
0310,PORTE MINES,09.7.4.0.9
0320,PRODUITS CORRECTEURS EN ML,09.7.4.0.9
8340,PRODUIT ET ACCESSOIRES DE PEINTURE ET DESSIN,09.7.4.0.9
9337,KIT DE COLORIAGE,09.7.4.0.9
0323,FEUTRES DE COLORIAGE,09.7.4.0.9
0288,PROTEGES DOCUMENTS,09.7.4.0.9
0179,EFFACEURS,09.7.4.0.9
0289,CLASSEMENT,09.7.4.0.9
0244,RUBAN PREDECOUPE EN CT ET DEVIDOIR,09.7.4.0.9
9183,BROSSES A DENTS ELECTRIQUES,13.1.1.1.1
0329,TONDEUSE ET RASOIR ELECTRIQUE OU PILE,13.1.1.1.1
9432,APRES RASAGES LINGETTES ET PATCH,13.1.2.0.1
7523,EAUX DE TOILETTE,13.1.2.0.1
7403,PRODUITS APRES-RASAGE,13.1.2.0.1
8292,EAUX DE COLOGNE,13.1.2.0.1
7516,COFFRETS DE TOILETTE,13.1.2.0.1
0385,COSMETO ELECTRIQUE,13.1.2.0.2
0324,FAUX CILS,13.1.2.0.2
0264,PRODUITS DEPILATOIRES EN CT,13.1.2.0.2
8052,MAQUILLAGE DES YEUX,13.1.2.0.2
0107,LENTILLE COSMETIQUE,13.1.2.0.2
7509,BRUMISATEURS,13.1.2.0.2
7504,HUILES ET LOTIONS DE BRONZAGE,13.1.2.0.2
8260,MAQUILLAGE DU VISAGE,13.1.2.0.2
8261,MAQUILLAGE DES ONGLES,13.1.2.0.2
7401,PRODUITS DEPILATOIRES (CREMES & CIRES),13.1.2.0.2
7551,PRODUITS TRAITANTS POUR LES LEVRES,13.1.2.0.2
8047,DEMAQUILLANTS (CREMES & LIQUIDES),13.1.2.0.2
7326,GELS INTIMES LUBRIFIANTS,13.1.2.0.2
7507,TRAITEMENTS DE L'ACNE (SACONS & CREMES),13.1.2.0.2
7530,DISSOLVANTS,13.1.2.0.2
8365,COFFRET DE MAQUILLAGE,13.1.2.0.2
8259,MAQUILLAGE DES LEVRES,13.1.2.0.2
7515,PRODUITS DE SOIN POUR MAINS & ONGLES,13.1.2.0.2
7517,PRODUITS DE SOIN POUR PIEDS & JAMBES,13.1.2.0.2
7505,CREMES & MASQUES POUR LE VISAGE,13.1.2.0.2
0302,FAUX ONGLES,13.1.2.0.2
7501,LOTIONS & CREMES POUR LE CORPS,13.1.2.0.2
7524,PRODUITS POUR LE BAIN,13.1.2.0.3
8025,HYGIENE INTIME (SAVON & GEL),13.1.2.0.3
8013,SELS ET PERLES DE BAIN,13.1.2.0.3
7407,LOTS DE PRODUITS DE TOILETTE,13.1.2.0.3
7210,PURIFICATEURS D'HALEINE (SPRAYS & ALCOOLS DE MENTHE),13.1.2.0.3
7995,GELS DOUCHES,13.1.2.0.3
6709,PRODUITS DE TOILETTE ET DE SOINS POUR BEBE,13.1.2.0.3
6901,DEODORANTS,13.1.2.0.3
7203,BAINS DE BOUCHE,13.1.2.0.3
7206,NETTOYANTS ET ADHESIFS POUR APPAREILS DENTAIRES,13.1.2.0.3
7402,MOUSSES A RASER,13.1.2.0.3
7201,DENTIFRICE,13.1.2.0.3
3402,SAVONS DE TOILETTE,13.1.2.0.3
3405,SAVONS LIQUIDES,13.1.2.0.3
7101,SHAMPOOINGS,13.1.2.0.4
7117,APRES-SHAMPOOINGS ET SOINS POUR LES CHEVEUX,13.1.2.0.4
7108,PRODUITS DE COLORATION DES CHEVEUX,13.1.2.0.4
8133,MAQUILLAGE CHEVEUX,13.1.2.0.4
7585,PRODUITS TRAITANTS ANTI-POUX,13.1.2.0.4
7983,COLORATION DES CHEVEUX,13.1.2.0.4
7103,LAQUES POUR CHEVEUX,13.1.2.0.4
7110,GELS MOUSSES ET AUTRES PRODUITS COIFFANTS,13.1.2.0.4
7107,PRODUITS POUR PERMANENTES,13.1.2.0.4
7115,LOTS MIXTES DE PRODUITS CAPILLAIRES,13.1.2.0.4
2614,PROTECTIONS FEMININES,13.1.2.0.5
2615,TAMPONS,13.1.2.0.5
7520,DISQUES & BOULES DE COTON (DONT CARRES DE SOIN),13.1.2.0.5
2631,MOUCHOIRS JETABLES,13.1.2.0.5
2613,COUCHE JETABLE,13.1.2.0.5
2628,PAPIER TOILETTE,13.1.2.0.5
8302,ACCESSOIRES ANTI-POUX,13.1.2.0.9
7405,RASOIRS / LAMES DE RASOIR,13.1.2.0.9
7532,ACCESSOIRES DE TOILETTE (GOBELETERIE),13.1.2.0.9
7208,BROSSES A DENTS,13.1.2.0.9
7519,INSTRUMENTS DE MAQUILLAGE,13.1.2.0.9
7430,INSTRUMENTS DE MANUCURE (DONT PINCES A EPILER),13.1.2.0.9
7432,BROSSERIE & ACCESSOIRES POUR LES CHEVEUX,13.1.2.0.9
7230,ACCESSOIRES DENTAIRES,13.1.2.0.9
0182,BIJOUTERIE,13.2.1.1.1
0140,MAROQUINERIE SCOLAIRE,13.2.9.1.1
7860,TROUSSE DE TOILETTE ET DE MAQUILLAGE,13.2.9.1.1
0273,PUERICULTURE MAINTENUE,13.2.9.1.2
0137,PUERICULTURE,13.2.9.1.2
0309,NM CIGARETTES ELECTRONIQUES,13.2.9.1.9
0306,NM ACCESSOIRES FUMEUR,13.2.9.1.9
7601,LIGHTERS,13.2.9.1.9
0113,CYCLOMOTEUR ET ACCESSOIRE CYLCOMOTEUR,07
0184,NM PLU FAKE UPC EAUX,99.9.9.9.9
0243,BOUTEILLE DE GAZ ET ESSENCE,99.9.9.9.9
7393,ACCESSOIRES POUR LENTILLES & LUNETTES,99.9.9.9.9
0298,NM IMAGE ET ACCESSOIRES,99.9.9.9.9
0300,NM MAROQUINERIE INFORMATIQUE,99.9.9.9.9
0248,NM PLU FAKE UPC EPICERIE,99.9.9.9.9
0176,MULTIMEDIA BUREAUTIQUE,99.9.9.9.9
0247,NM PLU FAKE UPC LIQUIDES HORS EAUX ET VINS,99.9.9.9.9
0177,AUTRE BUREAUTIQUE,99.9.9.9.9
0348,NM CELERIS AU RAYON FRUITS ET LEGUMES,99.9.9.9.9
0223,EQUIPEMENT MAISON AUTRE,99.9.9.9.9
0142,AUTRE MAROQUINERIE,99.9.9.9.9
0207,KEYCAT DE TEST,99.9.9.9.9
0162,MOBILIER EQUIPEMENT PLEIN AIR,99.9.9.9.9
0168,NM PLU FAKE UPC PRODUITS FRAIS,99.9.9.9.9
0166,AUTRE JARDIN,99.9.9.9.9
0193,RANGEMENT ATELIER,99.9.9.9.9
0183,ACCESSOIRE AUTRE,99.9.9.9.9
0381,NM KEYCAT EAL,99.9.9.9.9
0388,FR PT PRS NCT MCT,99.9.9.9.9
8888,ADCSR D'EAU/ANTICALC,99.9.9.9.9
9999,ADCSR D'EAU/ANTICALC,99.9.9.9.9
8202,DIVERS SERVICES MAGASIN,99.9.9.9.9
0249,NM PLU FAKE UPC HYGIENE ENTRETIEN PETIT BAZAR,99.9.9.9.9
0395,PATE RILT CNFT RF AC,99.9.9.9.9
0267,GAZONS ET TERREAUX,99.9.9.9.9
0174,BUREAUTIQUE ACCESSOIRE,99.9.9.9.9
0221,EQUIPEMENT SANITAIRE,99.9.9.9.9
0228,AUTRE NON ALIMENTAIRE,99.9.9.9.9
0389,FRM PT PRESS CUIT AC,99.9.9.9.9
0139,MAROQUINERIE BOUTIQUE,99.9.9.9.9
0180,ACCESSOIRE COSMETIQUE,99.9.9.9.9
0269,TRAITEMENTS ET ANTI NUISIBLES JARDIN,99.9.9.9.9
0109,SELF DISCOUNT AUCHAN,99.9.9.9.9
